Company Name,CIK
"RIDGEWOOD ENERGY X FUND, LLC",1455741
RIDGEWOOD ENERGY Y FUND LLC,1434070
RIGEL PHARMACEUTICALS INC,1034842
"RIGHTSCORP, INC.",1506270
"RIGHTSIDE GROUP, LTD.",1589094
"RING ENERGY, INC.",1384195
RITCHIE BROS AUCTIONEERS INC,1046102
RITE AID CORP,84129
RITTER PHARMACEUTICALS INC,1460702
RIVERSOURCE LIFE INSURANCE CO,727892
RIVERVIEW BANCORP INC,1041368
RJO GLOBAL TRUST,1027099
RLI CORP,84246
"RLJ ENTERTAINMENT, INC.",1546381
RLJ Lodging Trust,1511337
RMG Networks Holding Corp,1512074
"RMR Industrials, Inc.",1556179
ROCKIES REGION 2007 LP,1407805
"ROCKWELL MEDICAL, INC.",1041024
"ROCKY BRANDS, INC.",895456
ROGERS CORP,84748
ROGERS INTERNATIONAL RAW MATERIALS FUND LP,1118384
"ROKWADER, INC.",1322952
ROLLINS INC,84839
ROPER TECHNOLOGIES INC,882835
RORINE INTERNATIONAL HOLDING Corp,1423586
ROSETTA STONE INC,1351285
ROWAN COMPANIES PLC,85408
ROYAL BANCSHARES OF PENNSYLVANIA INC,922487
ROYAL CARIBBEAN CRUISES LTD,884887
ROYAL GOLD INC,85535
"ROYAL HAWAIIAN ORCHARDS, L.P.",792161
ROYALE ENERGY INC,864839
RPC INC,742278
RPM INTERNATIONAL INC/DE/,110621
RPX Corp,1509432
RR Donnelley & Sons Co,29669
"RREEF Property Trust, Inc.",1542447
"RSP Permian, Inc.",1588216
"RTI SURGICAL, INC.",1100441
"RUBICON PROJECT, INC.",1595974
RUBY TUESDAY INC,68270
RUDOLPH TECHNOLOGIES INC,1094392
RUSH ENTERPRISES INC \TX\,1012019
RXi Pharmaceuticals Corp,1533040
RYDER SYSTEM INC,85961
"RadNet, Inc.",790526
"RadTek, Inc",1487252
"Radius Health, Inc.",1428522
Rampart Studios Inc.,1432271
"Rand Logistics, Inc.",1294250
"Randolph Bancorp, Inc.",1667161
"Rapid7, Inc.",1560327
Rasna Therapeutics Inc.,1582249
ReWalk Robotics Ltd.,1607962
"Real Estate Contacts, Inc.",1520528
"Real Goods Solar, Inc.",1425565
"Real Industry, Inc.",38984
"RealSource Residential, Inc",1174891
"Realty Finance Trust, Inc.",1562528
"Rebel Group, Inc.",1532158
"Recon Technology, Ltd",1442620
"Recro Pharma, Inc.",1588972
Red Lion Hotels CORP,1052595
"Red Rock Resorts, Inc.",1653653
"RedStone Literary Agents, Inc.",1515139
Redwood Mortgage Investors IX,1448038
Reef Oil & Gas Income & Development Fund III LP,1411643
Regional Management Corp.,1519401
Regulus Therapeutics Inc.,1505512
Reign Sapphire Corp,1642159
"Reis, Inc.",1038222
"Remark Media, Inc.",1368365
"Remove-By-You, Inc.",1630430
"Renewable Energy & Power, Inc.",1608430
Renewable Energy Acquisition Corp.,1418302
"Renewable Energy Group, Inc.",1463258
"Rennova Health, Inc.",931059
"RenovaCare, Inc.",1016708
"Research Solutions, Inc.",1386301
Resolute Energy Corp,1469510
Resolute Forest Products Inc.,1393066
Resonant Inc,1579910
"Resource Apartment REIT III, Inc.",1652926
Resource Capital Corp.,1332551
"Resource Innovation Office REIT, Inc.",1614502
Resource Real Estate Investors 6 LP,1414964
"Resource Real Estate Investors 7, L.P.",1486279
"Resource Real Estate Opportunity REIT II, Inc.",1559484
"Resource Real Estate Opportunity REIT, Inc.",1466225
RespireRx Pharmaceuticals Inc.,849636
Restaurant Brands International Inc.,1618756
Restaurant Brands International Limited Partnership,1618755
Results Based Outsourcing Inc,1629606
"RetailMeNot, Inc.",1475274
"Retrophin, Inc.",1438533
"Revance Therapeutics, Inc.",1479290
"Reven Housing REIT, Inc.",1487782
"Revolution Lighting Technologies, Inc.",917523
"Rexford Industrial Realty, Inc.",1571283
Rexnord Corp,1439288
Rhino Resource Partners LP,1490630
Rice Energy Inc.,1588238
Rice Midstream Partners LP,1620928
RiceBran Technologies,1063537
"Rich Pharmaceuticals, Inc.",1504389
"Rich Uncles NNN REIT, Inc.",1645873
Ridgewood Energy O Fund LLC,1315061
Ridgewood Energy P Fund LLC,1325703
Ridgewood Energy U Fund LLC,1377178
Ridgewood Energy W Fund LLC,1409947
"RigNet, Inc.",1162112
RingCentral Inc,1384905
Rito Group Corp.,1646576
River Financial Corp,1641601
Riverview Financial Corp,1590799
"Roadrunner Transportation Systems, Inc.",1440024
Robin Street Acquisition Corp,1681292
Rocket Fuel Inc.,1477200
Rockies Region 2006 Limited Partnership,1376912
"Rocky Mountain Chocolate Factory, Inc.",1616262
"Rocky Mountain High Brands, Inc.",1670869
"Roka BioScience, Inc.",1472343
"Royal Energy Resources, Inc.",1102392
"Rubicon Technology, Inc.",1410172
Ruby Island Acquisition Corp,1672900
"Ruths Hospitality Group, Inc.",1324272
Ryerson Holding Corp,1481582
"Ryman Hospitality Properties, Inc.",1040829
S&P Global Inc.,64040
S&T BANCORP INC,719220
S&W Seed Co,1477246
SABINE ROYALTY TRUST,710752
SADDLEBROOK RESORTS INC,313151
"SAExploration Holdings, Inc.",1514732
"SAFE LANE SYSTEMS, INC.",1614826
SAFEGUARD SCIENTIFICS INC,86115
SAFETY INSURANCE GROUP INC,1172052
SAGA COMMUNICATIONS INC,886136
SAIA INC,1177702
SAJAN INC,1118037
"SALEM MEDIA GROUP, INC. /DE/",1050606
SALESFORCE COM INC,1108524
SALISBURY BANCORP INC,1060219
SALON MEDIA GROUP INC,1084332
SAN DIEGO GAS & ELECTRIC CO,86521
SAN JUAN BASIN ROYALTY TRUST,319655
SANDRIDGE ENERGY INC,1349436
SANDSTON CORP,892832
SANDY SPRING BANCORP INC,824410
SANFILIPPO JOHN B & SON INC,880117
SANGAMO BIOSCIENCES INC,1001233
SANGUI BIOTECH INTERNATIONAL INC,1104280
SANTA FE FINANCIAL CORP,86759
"SANUWAVE Health, Inc.",1417663
SARATOGA INVESTMENT CORP.,1377936
SAUL CENTERS INC,907254
"SB FINANCIAL GROUP, INC.",767405
SB PARTNERS,87047
SBA COMMUNICATIONS CORP,1034054
"SBT Bancorp, Inc.",1354174
SCANA CORP,754737
SCANDIUM INTERNATIONAL MINING CORP.,1408146
SCANSOURCE INC,918965
SCHLUMBERGER LIMITED/NV,87347
SCHMITT INDUSTRIES INC,922612
SCHOOL SPECIALTY INC,1055454
SCHWAB CHARLES CORP,316709
SCHWEITZER MAUDUIT INTERNATIONAL INC,1000623
"SCI Engineered Materials, Inc.",830616
SCICLONE PHARMACEUTICALS INC,880771
SCIENTIFIC ENERGY INC,1276531
SCIENTIFIC GAMES CORP,750004
SCIENTIFIC INDUSTRIES INC,87802
SCORES HOLDING CO INC,831489
SCOTTS LIQUID GOLD INC,88000
SCYNEXIS INC,1178253
SEABOARD CORP /DE/,88121
SEACOAST BANKING CORP OF FLORIDA,730708
SEACOR HOLDINGS INC /NEW/,859598
SEAFARER EXPLORATION CORP,1106213
SEALED AIR CORP/DE,1012100
SEATTLE GENETICS INC /WA,1060736
SECOND SIGHT MEDICAL PRODUCTS INC,1266806
SECTOR 10 INC,925661
SECURITY FEDERAL CORP,818677
SECURITY NATIONAL FINANCIAL CORP,318673
SEGUIN NATURAL HAIR PRODUCTS INC.,1642363
SEI INVESTMENTS CO,350894
SEITEL INC,750813
"SELECT BANCORP, INC.",1263762
SELECT COMFORT CORP,827187
SELECT INCOME REIT,1537667
SELECT MEDICAL CORP,1035688
SELECT MEDICAL HOLDINGS CORP,1320414
SELECTA BIOSCIENCES INC,1453687
SELECTIVE INSURANCE GROUP INC,230557
SEMPRA ENERGY,1032208
SENIOR HOUSING PROPERTIES TRUST,1075415
SENOMYX INC,1123979
SENSE TECHNOLOGIES INC,1077638
SENSIENT TECHNOLOGIES CORP,310142
SERVICE CORPORATION INTERNATIONAL,89089
SERVICEMASTER GLOBAL HOLDINGS INC,1428875
"SERVICESOURCE INTERNATIONAL, INC.",1310114
SERVOTRONICS INC /DE/,89140
SEVERN BANCORP INC,868271
SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA,1056757
"SG BLOCKS, INC.",1023994
SHARPS COMPLIANCE CORP,898770
SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963
SHERWIN WILLIAMS CO,89800
"SHINECO, INC.",1300734
SHOAL GAMES LTD.,1318482
SHORE BANCSHARES INC,1035092
SHUTTERFLY INC,1125920
"SI Financial Group, Inc.",1500213
SIEBERT FINANCIAL CORP,65596
SIERRA BANCORP,1130144
SIERRA MONITOR CORP /CA/,100625
SIERRA PACIFIC POWER CO,90144
SIGA TECHNOLOGIES INC,1010086
"SIGMA LABS, INC.",788611
SIGMABROADBAND CO.,1571384
"SIGNAL GENETICS, INC.",1590750
"SIGULER GUFF SMALL BUSINESS CREDIT OPPORTUNITIES FUND, INC",1614173
SILGAN HOLDINGS INC,849869
SILICON LABORATORIES INC,1038074
SILVER HILL MINES INC,1434994
SILVER SPRING NETWORKS INC,1180079
SIMMONS FIRST NATIONAL CORP,90498
SIMON PROPERTY GROUP INC /DE/,1063761
SIMON PROPERTY GROUP L P /DE/,1022344
SIMPSON MANUFACTURING CO INC /CA/,920371
SINCLAIR BROADCAST GROUP INC,912752
SINGING MACHINE CO INC,923601
"SINO PAYMENTS, INC.",1417664
SIRIUS XM HOLDINGS INC.,908937
SITESTAR CORP,1096934
"SITO MOBILE, LTD.",1157817
SJW CORP,766829
SKECHERS USA INC,1065837
SKINOVATION PHARMACEUTICAL INC,1118072
SKINVISIBLE INC,1085277
SKYLINE CORP,90896
SKYWEST INC,793733
"SL GREEN OPERATING PARTNERSHIP, L.P.",1492869
SL GREEN REALTY CORP,1040971
SLM CORP,1032033
SM Energy Co,893538
SMARTFINANCIAL INC.,1038773
SMG Indium Resources Ltd.,1426506
SMITH A O CORP,91142
SMITH MICRO SOFTWARE INC,948708
SMITH MIDLAND CORP,924719
SMITHFIELD FOODS INC,91388
SMTC CORP,1108320
SNAP-ON Inc,91440
"SNYDER'S-LANCE, INC.",57528
"SOCIAL REALITY, Inc.",1538217
"SOCKET MOBILE, INC.",944075
SOFTECH INC,354260
SOHU COM INC,1104188
SOLARCITY CORP,1408356
"SOLIGENIX, INC.",812796
SOLITARIO EXPLORATION & ROYALTY CORP.,917225
SOLITRON DEVICES INC,91668
SONIC AUTOMOTIVE INC,1043509
SONO TEK CORP,806172
SONOCO PRODUCTS CO,91767
SONUS NETWORKS INC,1105472
SOPHIRIS BIO INC.,1563855
SORL Auto Parts Inc,714284
SOTHEBYS,823094
SOTHERLY HOTELS LP,1313536
"SOURCE FINANCIAL, INC.",846377
SOUTH CAROLINA ELECTRIC & GAS CO,91882
SOUTH DAKOTA SOYBEAN PROCESSORS LLC,1163609
SOUTH JERSEY GAS Co,1035216
SOUTH JERSEY INDUSTRIES INC,91928
SOUTH STATE Corp,764038
SOUTHERN CALIFORNIA EDISON CO,92103
SOUTHERN CALIFORNIA GAS CO,92108
SOUTHERN CO,92122
SOUTHERN COPPER CORP/,1001838
SOUTHERN Co GAS,1004155
SOUTHERN FIRST BANCSHARES INC,1090009
SOUTHERN MISSOURI BANCORP INC,916907
SOUTHERN POWER CO,1160661
SOUTHSIDE BANCSHARES INC,705432
SOUTHWEST AIRLINES CO,92380
SOUTHWEST BANCORP INC,914374
SOUTHWEST GAS CORP,92416
SOUTHWEST GEORGIA FINANCIAL CORP,315849
SOUTHWESTERN ELECTRIC POWER CO,92487
SOUTHWESTERN ENERGY CO,7332
SOUTHWESTERN PUBLIC SERVICE CO,92521
SP Plus Corp,1059262
SPANISH BROADCASTING SYSTEM INC,927720
SPAR GROUP INC,1004989
SPARK NETWORKS INC,1314475
SPARTAN MOTORS INC,743238
SPARTON CORP,92679
SPECIAL DIVERSIFIED OPPORTUNITIES INC.,911649
SPECTRAL CAPITAL Corp,1131903
SPECTRANETICS CORP,789132
SPECTRASCIENCE INC,727672
SPECTRUM PHARMACEUTICALS INC,831547
SPEEDEMISSIONS INC,1158419
SPEEDWAY MOTORSPORTS INC,934648
"SPENDSMART NETWORKS, INC.",1062273
SPHERIX INC,12239
"SPINDLE, INC.",1403802
SPINDLETOP OIL & GAS CO,867038
"SPIRIT REALTY CAPITAL, INC.",1308606
"SPORTS FIELD HOLDINGS, INC.",1539551
"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",1132105
SPRINGLEAF FINANCE CORP,25598
SPRINT Corp,101830
SPS COMMERCE INC,1092699
SPX CORP,88205
"SPX FLOW, Inc.",1641991
"SPYR, Inc.",829325
SQL Technologies Corp.,1598981
"SQN AIF IV, L.P.",1560046
"SQN Alternative Investment Fund III, L.P.",1489367
"SQN Asset Income Fund V, L.P.",1672773
SS&C Technologies Holdings Inc,1402436
ST JOE CO,745308
ST JUDE MEDICAL INC,203077
STAAR SURGICAL CO,718937
"STAG Industrial, Inc.",1479094
STAMPS.COM INC,1082923
STANDARD MOTOR PRODUCTS INC,93389
STANDEX INTERNATIONAL CORP/DE/,310354
"STANLEY BLACK & DECKER, INC.",93556
STANLEY FURNITURE CO INC.,797465
STAPLES INC,791519
STAR ALLY INC,1592411
STAR CENTURY PANDAHO Corp,1470550
STARRETT L S CO,93676
"STARWOOD PROPERTY TRUST, INC.",1465128
STATE BANK FINANCIAL CORP,1497275
STATE STREET CORP,93751
"STEALTH TECHNOLOGIES, INC.",1496818
STEEL DYNAMICS INC,1022671
STEEL PARTNERS HOLDINGS L.P.,1452857
STEMCELLS INC,883975
STEMLINE THERAPEUTICS INC,1264587
STEPAN CO,94049
STERICYCLE INC,861878
STERLING BANCORP,1070154
STERLING CONSTRUCTION CO INC,874238
STERLING GROUP VENTURES INC,1175416
"STEVEN MADDEN, LTD.",913241
STEWARDSHIP FINANCIAL CORP,1023860
STEWART INFORMATION SERVICES CORP,94344
"STG Group, Inc.",1583513
STIFEL FINANCIAL CORP,720672
STILLWATER MINING CO /DE/,931948
"STL Marketing Group, Inc.",1569055
STONE ENERGY CORP,904080
STONEGATE MORTGAGE CORP,1454389
STONEMOR PARTNERS LP,1286131
STONERIDGE INC,1043337
STORE CAPITAL Corp,1538990
"STR HOLDINGS, INC.",1473597
"STRATA Skin Sciences, Inc.",1051514
STRATEGIC ACQUISITIONS INC /NV/,847942
STRATTEC SECURITY CORP,933034
STRATUS PROPERTIES INC,885508
STRAYER EDUCATION INC,1013934
STRONGBOW RESOURCES INC.,1382231
STRYKER CORP,310764
STURM RUGER & CO INC,95029
SUCCESS ENTERTAINMENT GROUP INTERNATIONAL INC.,1574910
SUFFOLK BANCORP,754673
SUMMER ENERGY HOLDINGS INC,1396633
SUMMIT FINANCIAL GROUP INC,811808
SUN BANCORP INC /NJ/,1017793
SUN COMMUNITIES INC,912593
SUN HYDRAULICS CORP,1024795
SUNESIS PHARMACEUTICALS INC,1061027
SUNLINK HEALTH SYSTEMS INC,96793
SUNOCO LOGISTICS PARTNERS L.P.,1161154
SUNPOWER CORP,867773
SUNTRUST BANKS INC,750556
"SUNVALLEY SOLAR, INC.",1434477
"SUNVESTA, INC.",1060409
SUPERCONDUCTOR TECHNOLOGIES INC,895665
"SUPERFUND GREEN, L.P.",1168990
SUPERIOR ENERGY SERVICES INC,886835
SUPERIOR INDUSTRIES INTERNATIONAL INC,95552
SUPERIOR UNIFORM GROUP INC,95574
SUPERVALU INC,95521
SUPREME INDUSTRIES INC,350846
SUSSEX BANCORP,1028954
SVB FINANCIAL GROUP,719739
SWIFT ENERGY CO,351817
SWIFT TRANSPORTATION Co,1492691
SWK Holdings Corp,1089907
SYKES ENTERPRISES INC,1010612
SYMANTEC CORP,849399
SYNALLOY CORP,95953
SYNAPTICS Inc,817720
SYNCHRONOSS TECHNOLOGIES INC,1131554
"SYNERGY PHARMACEUTICALS, INC.",1347613
SYNERGY RESOURCES Corp,1413507
SYNIVERSE HOLDINGS INC,1169264
SYNNEX CORP,1177394
SYNOVUS FINANCIAL CORP,18349
SYNTEL INC,1040426
SYNTHESIS ENERGY SYSTEMS INC,1375063
SYPRIS SOLUTIONS INC,864240
SYSCO CORP,96021
SYSTEM ENERGY RESOURCES INC,202584
SYSTEMAX INC,945114
Saban Capital Acquisition Corp.,1671854
"Sabine Pass LNG, L.P.",1379714
"Sabine Pass Liquefaction, LLC",1499200
"Sabra Health Care REIT, Inc.",1492298
Sabre Corp,1597033
Safco Investment Holding Corp.,1265848
"Sage Therapeutics, Inc.",1597553
"Saker Aviation Services, Inc.",1128281
"Salamander Innisbrook, LLC",1418372
Samson Oil & Gas LTD,1404079
San Lotus Holding Inc,1528749
Sanchez Energy Corp,1528837
Sanchez Production Partners LP,1362705
"Sancon Resources Recovery, Inc.",1288195
SandRidge Mississippian Trust I,1509228
SandRidge Mississippian Trust II,1538267
SandRidge Permian Trust,1521168
Santander Consumer USA Holdings Inc.,1580608
"Sarepta Therapeutics, Inc.",873303
SavDen Group Corp.,1626078
SavMobi Technology Inc.,1647822
"Science to Consumers, Inc.",1583671
Scio Diamond Technology Corp,1488934
Scott Hill Acquisition Corp,1662671
"Scripps Networks Interactive, Inc.",1430602
SeaSpine Holdings Corp,1637761
"SeaWorld Entertainment, Inc.",1564902
Seagate Technology plc,1137789
"Seaniemac International, Ltd.",1206133
Searchlight Minerals Corp.,1084226
Sears Oil & Gas,1434737
"Sector 5, Inc.",1550737
Security Devices International Inc.,1354866
SemGroup Corp,1489136
"Semler Scientific, Inc.",1554859
Seneca Foods Corp,88948
Sensata Technologies Holding N.V.,1477294
"Senseonics Holdings, Inc.",1616543
"Sensus Healthcare, Inc.",1494891
Sentio Healthcare Properties Inc,1378774
"Sequential Brands Group, Inc.",1648428
"Seres Therapeutics, Inc.",1609809
Seritage Growth Properties,1628063
"ServiceNow, Inc.",1373715
"ServisFirst Bancshares, Inc.",1430723
Seventy Seven Energy Inc.,1532930
"Sevion Therapeutics, Inc.",1035354
Shake Shack Inc.,1620533
"SharpSpring, Inc.",1506439
"Shell Midstream Partners, L.P.",1610466
"Shepherd's Finance, LLC",1544190
Shire plc,936402
ShoreTel Inc,1388133
"Shutterstock, Inc.",1549346
"Sientra, Inc.",1551693
Sierra Income Corp,1523526
Silver Bay Realty Trust Corp.,1557255
"SilverSun Technologies, Inc.",1236275
Silvercrest Asset Management Group Inc.,1549966
Simlatus Corp,1399306
"Sino Agro Food, Inc.",1488419
Sino Fortune Holding Corp,1628468
Sino-American Net Media Corp,1433564
"Sino-Global Shipping America, Ltd.",1422892
"SiteOne Landscape Supply, Inc.",1650729
Six Flags Entertainment Corp,701374
Skyline Medical Inc.,1446159
Sleepaid Holding Co.,1643319
"Smart & Final Stores, Inc.",1563407
"Smart Server, Inc",1596961
"SmartMetric, Inc.",1301991
"Snap Interactive, Inc",1355839
SoOum Corp.,78311
Solar Capital Ltd.,1418076
Solar Senior Capital Ltd.,1508171
SolarEdge Technologies Inc,1419612
"Solis Tek, Inc./NV",1398137
"Sorrento Therapeutics, Inc.",850261
Sotherly Hotels Inc.,1301236
"Sound Financial Bancorp, Inc.",1541119
"Southcross Energy Partners, L.P.",1547638
Southeastern Bank Financial CORP,880116
"Southern Concepts Restaurant Group, Inc.",1445918
Southern National Bancorp of Virginia Inc,1325670
"Spark Energy, Inc.",1606268
"Spark Therapeutics, Inc.",1609351
Sparrow Street Acquisition Corp,1681400
SpartanNash Co,877422
"Special Value Continuation Partners, LP",1370754
Spectra Energy Corp.,1373835
"Spectra Energy Partners, LP",1394074
"Spine Injury Solutions, Inc",1066764
"Spirit AeroSystems Holdings, Inc.",1364885
"Spirit Airlines, Inc.",1498710
"Spirit International, Inc.",1610607
"Spok Holdings, Inc",1289945
"Spotlight Innovation, Inc.",1388486
Sprague Resources LP,1525287
"Spring Bank Pharmaceuticals, Inc.",1566373
"Sprouts Farmers Market, Inc.",1575515
"Square, Inc.",1512673
"Staffing 360 Solutions, Inc.",1499717
"StarTek, Inc.",1031029
Starling Street Acquisition Corp,1681281
Starz,1507934
"Starz, LLC",1559270
State Auto Financial CORP,874977
"State National Companies, Inc.",1610793
Station Casinos LLC,1503579
"Steadfast Apartment REIT III, Inc.",1651286
"Steadfast Apartment REIT, Inc.",1585219
"Steadfast Income REIT, Inc.",1468010
SteadyMed Ltd.,1619087
Stellar Acquisition III Inc.,1665300
Stellus Capital Investment Corp,1551901
"Stem Sales, Inc.",1614083
"Stemcell Holdings, Inc.",1666487
"Stereotaxis, Inc.",1289340
Steris plc,1624899
Sterling Real Estate Trust,1412502
"Stock Yards Bancorp, Inc.",835324
Stony Hill Corp.,1607549
"Strategic Environmental & Energy Resources, Inc.",1576197
"Strategic Realty Trust, Inc.",1446371
"Strategic Storage Growth Trust, Inc.",1575428
"Strategic Storage Trust II, Inc.",1585389
StrikeForce Technologies Inc.,1285543
"Sucampo Pharmaceuticals, Inc.",1365216
Sugar Creek Financial Corp./MD/,1592407
"Sugarmade, Inc.",919175
"Summer Infant, Inc.",1314772
"Summit Healthcare REIT, Inc",1310383
"Summit Hotel Properties, Inc.",1497645
"Summit Materials, Inc.",1621563
"Summit Materials, LLC",1571371
"Summit Midstream Partners, LP",1549922
"Sun BioPharma, Inc.",1029125
"SunCoke Energy Partners, L.P.",1555538
"SunCoke Energy, Inc.",1514705
SunEdison Semiconductor Ltd,1585854
SunOpta Inc.,351834
"Sundance Strategies, Inc.",1171838
"Sunnyside Bancorp, Inc.",1571398
Sunoco LP,1552275
Sunrun Inc.,1469367
"Sunshine Bancorp, Inc.",1599891
"Sunshine Biopharma, Inc",1402328
Sunshine Financial Inc,1500837
"Sunshine Heart, Inc.",1506492
"Sunstock, Inc.",1559157
"Sunstone Hotel Investors, Inc.",1295810
"Sunworks, Inc.",1172631
"Super Micro Computer, Inc.",1375365
"Superior Drilling Products, Inc.",1600422
"Support.com, Inc.",1104855
"SurePure, Inc.",1452176
"Surgery Partners, Inc.",1638833
"Surgical Care Affiliates, Inc.",1411574
Surna Inc.,1482541
"SweeGen, Inc.",1580883
"Synacor, Inc.",1408278
Synchrony Financial,1601712
Syndax Pharmaceuticals Inc,1395937
Synergy CHC Corp.,1562733
"Synthetic Biologics, Inc.",894158
"Synutra International, Inc.",1293593
"Syros Pharmaceuticals, Inc.",1556263
Sysorex Global,1529113
"T Bancshares, Inc.",1272754
T-BAMM,1639234
"T-Mobile US, Inc.",1283699
"T-REX OIL, INC.",1287900
"T2 Biosystems, Inc.",1492674
TABLE TRAC INC,1090396
TACTICAL DIVERSIFIED FUTURES FUND L.P.,1209709
TACTILE SYSTEMS TECHNOLOGY INC,1027838
TAITRON COMPONENTS INC,942126
TAKE TWO INTERACTIVE SOFTWARE INC,946581
"TALEN ENERGY SUPPLY, LLC",1161976
"TALON INTERNATIONAL, INC.",1047881
TALON REAL ESTATE HOLDING CORP.,1426011
TAMPA ELECTRIC CO,96271
TANDEM DIABETES CARE INC,1438133
TANDY LEATHER FACTORY INC,909724
TANGER FACTORY OUTLET CENTERS INC,899715
TANGER PROPERTIES LTD PARTNERSHIP /NC/,1004036
TAPIMMUNE INC,1094038
TARGET CORP,27419
TASA PRODUCTS LTD,318346
TASER INTERNATIONAL INC,1069183
TAUBMAN CENTERS INC,890319
"TAURIGA SCIENCES, INC.",1142790
TAUTACHROME INC.,1389067
TAYLOR DEVICES INC,96536
TC PIPELINES LP,1075607
TCF FINANCIAL CORP,814184
TCP Capital Corp.,1370755
TCW Direct Lending LLC,1603480
TEAM HEALTH HOLDINGS INC.,1082754
TEAM INC,318833
TECHPRECISION CORP,1328792
TECO ENERGY INC,350563
TECOGEN INC.,1537435
TEGNA INC,39899
TEJON RANCH CO,96869
TEL INSTRUMENT ELECTRONICS CORP,96885
TEL OFFSHORE TRUST,97148
TELEDYNE TECHNOLOGIES INC,1094285
TELEFLEX INC,96943
TELEPHONE & DATA SYSTEMS INC /DE/,1051512
TELETECH HOLDINGS INC,1013880
TELKONET INC,1094084
TELOS CORP,320121
"TEMPUR SEALY INTERNATIONAL, INC.",1206264
"TENAX THERAPEUTICS, INC.",34956
TENET HEALTHCARE CORP,70318
TENGASCO INC,1001614
TENNANT CO,97134
TENNECO INC,1024725
TERADATA CORP /DE/,816761
"TERADYNE, INC",97210
TEREX CORP,97216
TERRA NITROGEN CO L P /DE,879575
"TESARO, Inc.",1491576
TESCO CORP,1022705
TESLA MOTORS INC,1318605
TESORO CORP /NEW/,50104
TESORO LOGISTICS LP,1507615
TESSCO TECHNOLOGIES INC,927355
TESSERA TECHNOLOGIES INC,1261694
TETRA TECHNOLOGIES INC,844965
TETRALOGIC PHARMACEUTICALS CORP,1361248
TETRAPHASE PHARMACEUTICALS INC,1373707
TETRIDYN SOLUTIONS INC,827099
TEXAS CAPITAL BANCSHARES INC/TX,1077428
TEXAS INSTRUMENTS INC,97476
TEXAS NEW MEXICO POWER CO,22767
TEXAS PACIFIC LAND TRUST,97517
TEXTRON INC,217346
"TG THERAPEUTICS, INC.",1001316
THEGLOBE COM INC,1066684
THERMO FISHER SCIENTIFIC INC.,97745
"THESTREET, INC.",1080056
"THL Credit, Inc.",1464963
THRESHOLD PHARMACEUTICALS INC,1183765
"THT Heat Transfer Technology, Inc.",1375686
THUNDER MOUNTAIN GOLD INC,711034
TIAA REAL ESTATE ACCOUNT,946155
TICC Capital Corp.,1259429
TIDELANDS ROYALTY TRUST B,276077
TIDEWATER INC,98222
TIER REIT INC,1176373
"TILE SHOP HOLDINGS, INC.",1552800
TIME WARNER INC.,1105705
TIMKEN CO,98362
TIPTREE FINANCIAL INC.,1393726
TITAN INTERNATIONAL INC,899751
TITAN PHARMACEUTICALS INC,910267
TOA Distribution Systems Inc.,1445541
TODEX CORP.,1625095
TOFUTTI BRANDS INC,730349
"TOMI Environmental Solutions, Inc.",314227
TOMPKINS FINANCIAL CORP,1005817
TOOTSIE ROLL INDUSTRIES INC,98677
TOPS HOLDING II CORP,1584701
TOR MINERALS INTERNATIONAL INC,842295
TORCHLIGHT ENERGY RESOURCES INC,1431959
TORCHMARK CORP,320335
TOTAL SYSTEM SERVICES INC,721683
TOUCAN INTERACTIVE CORP,1602143
TOWERSTREAM CORP,1349437
TOWN SPORTS INTERNATIONAL HOLDINGS INC,1281774
TOYOTA MOTOR CREDIT CORP,834071
"TPG Specialty Lending, Inc.",1508655
"TPI COMPOSITES, INC",1455684
TRAC Intermodal LLC,1570774
TRACTOR SUPPLY CO /DE/,916365
TRANS ENERGY INC,919721
TRANS LUX Corp,99106
TRANS WORLD CORP,914577
TRANSACT ENERGY CORP,1383394
TRANSACT TECHNOLOGIES INC,1017303
TRANSAKT LTD.,1263872
TRANSAMERICA ADVISORS LIFE INSURANCE Co,845091
TRANSATLANTIC PETROLEUM LTD.,1092289
TRANSCAT INC,99302
"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250
TRANSCONTINENTAL REALTY INVESTORS INC,733590
TRANSENTERIX INC.,876378
TRANSGENOMIC INC,1043961
TRAVELCENTERS OF AMERICA LLC,1378453
"TRAVELERS COMPANIES, INC.",86312
TRAVELZOO INC,1133311
TRC COMPANIES INC /DE/,103096
TRECORA RESOURCES,7039
TREDEGAR CORP,850429
TREMOR VIDEO INC.,1375796
TRENDMAKER INC. LTD.,1613685
TREVENA INC,1429560
TREX CO INC,1069878
"TRHF Co LIMITED, INC.",1595140
"TRI Pointe Group, Inc.",1561680
TRIBUNE MEDIA CO,726513
TRICO BANCSHARES /,356171
TRIMAS CORP,842633
TRIMBLE INC.,864749
TRINET GROUP INC,937098
TRINITY INDUSTRIES INC,99780
TRIO-TECH INTERNATIONAL,732026
TRIPLE-S MANAGEMENT CORP,1171662
TRIUMPH GROUP INC,1021162
"TRUPAL MEDIA, INC.",1662706
TRUPANION INC.,1371285
TRUSTCO BANK CORP N Y,357301
TRUSTMARK CORP,36146
